timestamp,pred_open,pred_high,pred_low,pred_close,pred_volume,amount,actual_open,actual_high,actual_low,actual_close,close_error,absolute_error,squared_error
2023-02-15,17747.473,17751.062,17708.148,17747.303,250261.06,4.3425137e+09,17896.599609375,18034.099609375,17853.80078125,18015.849609375,-268.546875,268.546875,72117.42407226562
2023-02-16,17781.645,17798.852,17846.348,17875.422,238517.16,4.0969372e+09,18094.75,18134.75,18000.650390625,18035.849609375,-160.427734375,160.427734375,25737.057956695557
2023-02-17,17705.592,17815.855,17688.217,17760.713,234116.94,4.0562826e+09,17974.849609375,18034.25,17884.599609375,17944.19921875,-183.486328125,183.486328125,33667.232608795166
2023-02-20,17768.87,17774.146,17674.66,17735.652,248386.75,4.311252e+09,17965.55078125,18004.349609375,17818.400390625,17844.599609375,-108.947265625,108.947265625,11869.506687164307
2023-02-21,17698.115,17721.146,17723.32,17761.516,239098.1,4.160181e+09,17905.80078125,17924.900390625,17800.30078125,17826.69921875,-65.18359375,65.18359375,4248.900894165039
2023-02-22,17763.61,17756.783,17852.412,17777.666,244197.16,4.2461594e+09,17755.349609375,17772.5,17529.44921875,17554.30078125,223.365234375,223.365234375,49892.02792739868
2023-02-23,17203.83,17506.518,16524.344,17486.328,301901.3,5.0767565e+09,17574.650390625,17620.05078125,17455.400390625,17511.25,-24.921875,24.921875,621.099853515625
2023-02-24,17480.299,17774.025,17410.229,17670.615,270513.56,4.670041e+09,17591.349609375,17599.75,17421.80078125,17465.80078125,204.814453125,204.814453125,41948.96020889282
2023-02-27,17566.34,18064.35,17138.986,18229.75,305504.1,5.2557885e+09,17428.599609375,17451.599609375,17299.0,17392.69921875,837.05078125,837.05078125,700654.0103912354
2023-02-28,17937.559,17842.32,17605.111,17645.51,248605.34,4.338989e+09,17383.25,17440.44921875,17255.19921875,17303.94921875,341.560546875,341.560546875,116663.60718154907
2023-03-01,17661.809,17679.56,17647.441,17645.021,226669.1,3.9590218e+09,17360.099609375,17467.75,17345.25,17450.900390625,194.12109375,194.12109375,37682.99903869629
2023-03-02,17731.518,17714.645,17654.922,17682.287,299465.06,5.1048663e+09,17421.5,17445.80078125,17306.0,17321.900390625,360.38671875,360.38671875,129878.5870513916
